ip, bytes, time, TTL
216.58.222.36,64,64.514,53
216.58.222.36,64,65.885,53
216.58.222.36,64,65.195,53
216.58.222.36,64,64.118,53
216.58.222.36,64,68.564,53
216.58.222.36,64,71.463,53
216.58.222.36,64,64.664,53
216.58.222.36,64,72.456,53
216.58.222.36,64,67.267,53
216.58.222.36,64,71.158,53
216.58.222.36,64,70.805,53
216.58.222.36,64,65.138,53
216.58.222.36,64,67.132,53
216.58.222.36,64,69.441,53
216.58.222.36,64,66.771,53
216.58.222.36,64,66.639,53
216.58.222.36,64,63.873,53
216.58.222.36,64,67.424,53
216.58.222.36,64,66.648,53
216.58.222.36,64,67.417,53
216.58.222.36,64,64.069,53
216.58.222.36,64,67.849,53
216.58.222.36,64,67.538,53
216.58.222.36,64,66.980,53
216.58.222.36,64,67.249,53
216.58.222.36,64,66.954,53
216.58.222.36,64,67.372,53
216.58.222.36,64,68.738,53
216.58.222.36,64,64.535,53
216.58.222.36,64,66.554,53
216.58.222.36,64,64.064,53
216.58.222.36,64,67.314,53
216.58.222.36,64,68.077,53
216.58.222.36,64,63.922,53
216.58.222.36,64,93.253,53
216.58.222.36,64,119.226,53
216.58.222.36,64,84.634,53
216.58.222.36,64,68.318,53
216.58.222.36,64,67.768,53
216.58.222.36,64,64.190,53
216.58.222.36,64,71.133,53
216.58.222.36,64,69.497,53
216.58.222.36,64,67.284,53
216.58.222.36,64,64.760,53
216.58.222.36,64,67.032,53
216.58.222.36,64,68.705,53
216.58.222.36,64,66.854,53
216.58.222.36,64,66.659,53
216.58.222.36,64,66.093,53
216.58.222.36,64,86.380,53
216.58.222.36,64,85.615,53
216.58.222.36,64,68.311,53
216.58.222.36,64,79.256,53
216.58.222.36,64,83.547,53
216.58.222.36,64,86.423,53
216.58.222.36,64,67.359,53
216.58.222.36,64,66.838,53
216.58.222.36,64,66.589,53
216.58.222.36,64,67.223,53
216.58.222.36,64,67.065,53
216.58.222.36,64,69.116,53
216.58.222.36,64,66.940,53
216.58.222.36,64,64.049,53
216.58.222.36,64,64.671,53
216.58.222.36,64,64.008,53
NA,NA,NA,NA
216.58.222.36,64,66.728,53
NA,NA,NA,NA
216.58.222.36,64,63.627,53
216.58.222.36,64,66.304,53
216.58.222.36,64,66.686,53
216.58.222.36,64,67.213,53
216.58.222.36,64,71.963,53
216.58.222.36,64,64.070,53
216.58.222.36,64,66.582,53
216.58.222.36,64,66.476,53
216.58.222.36,64,66.541,53
216.58.222.36,64,68.369,53
216.58.222.36,64,64.386,53
216.58.222.36,64,66.572,53
216.58.222.36,64,67.412,53
216.58.222.36,64,66.784,53
216.58.222.36,64,68.730,53
216.58.222.36,64,64.432,53
216.58.222.36,64,77.674,53
216.58.222.36,64,71.041,53
216.58.222.36,64,66.640,53
216.58.222.36,64,66.555,53
216.58.222.36,64,66.888,53
216.58.222.36,64,65.579,53
216.58.222.36,64,67.274,53
216.58.222.36,64,66.787,53
216.58.222.36,64,66.916,53
216.58.222.36,64,66.620,53
216.58.222.36,64,67.143,53
216.58.222.36,64,67.274,53
216.58.222.36,64,64.143,53
216.58.222.36,64,128.205,53
216.58.222.36,64,70.523,53
216.58.222.36,64,65.348,53
216.58.222.36,64,82.864,53
216.58.222.36,64,66.497,53
216.58.222.36,64,66.533,53
216.58.222.36,64,68.265,53
216.58.222.36,64,67.149,53
216.58.222.36,64,67.568,53
216.58.222.36,64,67.136,53
216.58.222.36,64,66.738,53
216.58.222.36,64,67.252,53
216.58.222.36,64,68.931,53
216.58.222.36,64,66.441,53
216.58.222.36,64,66.396,53
216.58.222.36,64,66.627,53
216.58.222.36,64,66.569,53
216.58.222.36,64,66.571,53
216.58.222.36,64,63.547,53
216.58.222.36,64,66.632,53
216.58.222.36,64,79.010,53
216.58.222.36,64,69.086,53
216.58.222.36,64,63.718,53
216.58.222.36,64,67.381,53
216.58.222.36,64,70.641,53
216.58.222.36,64,63.489,53
216.58.222.36,64,63.645,53
216.58.222.36,64,63.761,53
216.58.222.36,64,66.902,53
216.58.222.36,64,64.739,53
216.58.222.36,64,95.338,53
216.58.222.36,64,70.450,53
216.58.222.36,64,66.717,53
216.58.222.36,64,96.371,53
216.58.222.36,64,64.723,53
216.58.222.36,64,67.318,53
216.58.222.36,64,68.866,53
216.58.222.36,64,66.655,53
216.58.222.36,64,67.105,53
216.58.222.36,64,66.581,53
216.58.222.36,64,130.992,53
216.58.222.36,64,63.718,53
216.58.222.36,64,68.041,53
216.58.222.36,64,63.494,53
216.58.222.36,64,64.478,53
216.58.222.36,64,66.959,53
216.58.222.36,64,66.606,53
216.58.222.36,64,68.734,53
216.58.222.36,64,66.417,53
216.58.222.36,64,67.702,53
216.58.222.36,64,67.612,53
216.58.222.36,64,66.392,53
216.58.222.36,64,67.023,53
216.58.222.36,64,66.529,53
216.58.222.36,64,67.025,53
216.58.222.36,64,68.889,53
216.58.222.36,64,68.305,53
216.58.222.36,64,66.970,53
216.58.222.36,64,66.761,53
216.58.222.36,64,66.613,53
216.58.222.36,64,67.718,53
216.58.222.36,64,66.648,53
216.58.222.36,64,64.119,53
216.58.222.36,64,67.618,53
216.58.222.36,64,66.587,53
216.58.222.36,64,73.134,53
216.58.222.36,64,83.107,53
216.58.222.36,64,66.490,53
216.58.222.36,64,66.728,53
216.58.222.36,64,70.952,53
216.58.222.36,64,66.532,53
216.58.222.36,64,66.329,53
216.58.222.36,64,63.743,53
216.58.222.36,64,64.915,53
216.58.222.36,64,67.089,53
216.58.222.36,64,66.175,53
216.58.222.36,64,64.375,53
NA,NA,NA,NA
216.58.222.36,64,65.383,53
216.58.222.36,64,63.555,53
216.58.222.36,64,63.521,53
216.58.222.36,64,64.232,53
216.58.222.36,64,64.097,53
216.58.222.36,64,65.950,53
216.58.222.36,64,63.938,53
216.58.222.36,64,66.237,53
216.58.222.36,64,64.979,53
216.58.222.36,64,64.716,53
216.58.222.36,64,64.797,53
216.58.222.36,64,65.640,53
216.58.222.36,64,65.361,53
216.58.222.36,64,63.664,53
216.58.222.36,64,68.131,53
216.58.222.36,64,77.246,53
216.58.222.36,64,63.711,53
216.58.222.36,64,63.355,53
216.58.222.36,64,63.938,53
216.58.222.36,64,64.152,53
216.58.222.36,64,64.714,53
216.58.222.36,64,66.588,53
216.58.222.36,64,63.569,53
216.58.222.36,64,63.956,53
216.58.222.36,64,63.726,53
216.58.222.36,64,63.621,53
216.58.222.36,64,63.689,53
216.58.222.36,64,64.162,53
216.58.222.36,64,64.514,53
216.58.222.36,64,64.380,53
216.58.222.36,64,70.611,53
216.58.222.36,64,63.629,53
216.58.222.36,64,64.012,53
216.58.222.36,64,64.300,53
216.58.222.36,64,63.923,53
216.58.222.36,64,63.726,53
216.58.222.36,64,69.892,53
216.58.222.36,64,64.277,53
216.58.222.36,64,65.793,53
216.58.222.36,64,98.833,53
216.58.222.36,64,64.485,53
NA,NA,NA,NA
216.58.222.36,64,257.306,53
216.58.222.36,64,694.510,53
NA,NA,NA,NA
216.58.222.36,64,69.226,53
216.58.222.36,64,950.598,53
216.58.222.36,64,68.902,53
216.58.222.36,64,66.795,53
216.58.222.36,64,66.079,53
216.58.222.36,64,63.716,53
216.58.222.36,64,63.925,53
216.58.222.36,64,64.076,53
216.58.222.36,64,66.450,53
216.58.222.36,64,67.246,53
216.58.222.36,64,67.035,53
216.58.222.36,64,81.965,53
216.58.222.36,64,67.047,53
216.58.222.36,64,67.588,53
216.58.222.36,64,66.834,53
216.58.222.36,64,65.236,53
216.58.222.36,64,67.018,53
216.58.222.36,64,67.097,53
216.58.222.36,64,67.002,53
216.58.222.36,64,67.300,53
216.58.222.36,64,64.219,53
216.58.222.36,64,67.055,53
216.58.222.36,64,67.161,53
216.58.222.36,64,67.760,53
216.58.222.36,64,66.771,53
216.58.222.36,64,66.238,53
216.58.222.36,64,67.091,53
216.58.222.36,64,67.901,53
216.58.222.36,64,67.772,53
216.58.222.36,64,67.230,53
216.58.222.36,64,66.825,53
216.58.222.36,64,67.495,53
216.58.222.36,64,67.270,53
216.58.222.36,64,68.944,53
216.58.222.36,64,64.181,53
216.58.222.36,64,66.524,53
216.58.222.36,64,66.371,53
216.58.222.36,64,66.384,53
216.58.222.36,64,66.663,53
216.58.222.36,64,63.952,53
216.58.222.36,64,66.517,53
216.58.222.36,64,64.142,53
216.58.222.36,64,66.796,53
216.58.222.36,64,66.534,53
216.58.222.36,64,66.579,53
216.58.222.36,64,68.042,53
216.58.222.36,64,67.601,53
216.58.222.36,64,66.623,53
216.58.222.36,64,68.590,53
216.58.222.36,64,66.967,53
216.58.222.36,64,67.901,53
216.58.222.36,64,66.540,53
216.58.222.36,64,66.807,53
216.58.222.36,64,63.642,53
216.58.222.36,64,69.069,53
216.58.222.36,64,67.098,53
216.58.222.36,64,66.873,53
216.58.222.36,64,68.432,53
216.58.222.36,64,64.510,53
216.58.222.36,64,66.575,53
216.58.222.36,64,67.323,53
216.58.222.36,64,66.720,53
216.58.222.36,64,67.334,53
216.58.222.36,64,93.726,53
216.58.222.36,64,72.486,53
216.58.222.36,64,66.664,53
216.58.222.36,64,69.132,53
216.58.222.36,64,65.599,53
216.58.222.36,64,66.709,53
216.58.222.36,64,68.743,53
216.58.222.36,64,70.918,53
216.58.222.36,64,69.939,53
216.58.222.36,64,63.598,53
216.58.222.36,64,66.857,53
216.58.222.36,64,63.576,53
216.58.222.36,64,63.971,53
216.58.222.36,64,68.431,53
216.58.222.36,64,66.587,53
216.58.222.36,64,66.731,53
216.58.222.36,64,79.446,53
216.58.222.36,64,66.398,53
216.58.222.36,64,67.272,53
216.58.222.36,64,63.810,53
216.58.222.36,64,64.599,53
216.58.222.36,64,108.609,53
216.58.222.36,64,133.981,53
216.58.222.36,64,99.902,53
216.58.222.36,64,102.855,53
216.58.222.36,64,315.674,53
216.58.222.36,64,97.143,53
216.58.222.36,64,73.236,53
216.58.222.36,64,120.816,53
216.58.222.36,64,80.220,53
216.58.222.36,64,161.312,53
216.58.222.36,64,122.027,53
216.58.222.36,64,106.841,53
216.58.222.36,64,110.612,53
216.58.222.36,64,161.162,53
216.58.222.36,64,90.385,53
216.58.222.36,64,99.024,53
216.58.222.36,64,81.007,53
216.58.222.36,64,90.440,53
